Comment ID,comment,sentiment
974,Really appreciate this.,Positive
975,Great explanation!,Positive
976,Really bad.,Negative
977,Really bad.,Negative
978,Waste of time.,Negative
979,"Very helpful, thanks!",Positive
980,Excellent quality.,Positive
981,It’s decent.,Neutral
982,"Fine, I guess.",Neutral
983,It’s decent.,Neutral
984,It's okay.,Neutral
985,This is terrible.,Negative
986,Really appreciate this.,Positive
987,So-so experience.,Neutral
988,So-so experience.,Neutral
989,"Fine, I guess.",Neutral
990,Really bad.,Negative
991,Completely useless.,Negative
992,Great explanation!,Positive
993,Worst experience ever.,Negative
994,Just average.,Neutral
995,Very poor explanation.,Negative
996,I neither liked nor disliked it.,Neutral
997,Very poor explanation.,Negative
998,It’s decent.,Neutral
999,Not helpful at all.,Negative
1000,Just average.,Neutral
1001,Completely useless.,Negative
1002,Would not recommend.,Negative
1003,Neutral feelings about this.,Neutral
1004,Really bad.,Negative
1005,It's okay.,Neutral
1006,Excellent quality.,Positive
1007,I hated it.,Negative
1008,Very poor explanation.,Negative
1009,This was amazing!,Positive
1010,Nothing special.,Neutral
1011,It’s decent.,Neutral
1012,Highly recommended!,Positive
1013,Waste of time.,Negative
1014,Neutral feelings about this.,Neutral
1015,I hated it.,Negative
1016,I absolutely loved this!,Positive
1017,Worst experience ever.,Negative
1018,I neither liked nor disliked it.,Neutral
1019,I neither liked nor disliked it.,Neutral
1020,Excellent quality.,Positive
1021,Just average.,Neutral
1022,I absolutely loved this!,Positive
1023,Excellent quality.,Positive
1024,I absolutely loved this!,Positive
1025,Just average.,Neutral
1026,"Could be better, could be worse.",Neutral
1027,Highly recommended!,Positive
1028,Worst experience ever.,Negative
1029,Really appreciate this.,Positive
1030,Just average.,Neutral
1031,This made my day better.,Positive
1032,Completely useless.,Negative
1033,Just average.,Neutral
1034,Really bad.,Negative
1035,Very poor explanation.,Negative
1036,Superb content!,Positive
1037,Superb content!,Positive
1038,Very poor explanation.,Negative
1039,Brilliant work!,Positive
1040,Really appreciate this.,Positive
1041,Superb content!,Positive
1042,Really bad.,Negative
1043,Really appreciate this.,Positive
1044,"Very helpful, thanks!",Positive
1045,This made my day better.,Positive
1046,Superb content!,Positive
1047,"Very helpful, thanks!",Positive
1048,Really appreciate this.,Positive
1049,Great explanation!,Positive
1050,Would not recommend.,Negative
1051,Excellent quality.,Positive
1052,Brilliant work!,Positive
1053,Very poor explanation.,Negative
1054,Really bad.,Negative
1055,"Fine, I guess.",Neutral
1056,Really bad.,Negative
1057,This made my day better.,Positive
1058,Excellent quality.,Positive
1059,"Could be better, could be worse.",Neutral
1060,Brilliant work!,Positive
1061,I neither liked nor disliked it.,Neutral
1062,It's okay.,Neutral
1063,Really appreciate this.,Positive
1064,So-so experience.,Neutral
1065,Highly recommended!,Positive
1066,It’s decent.,Neutral
1067,This is terrible.,Negative
1068,Very poor explanation.,Negative
1069,This is terrible.,Negative
1070,Great explanation!,Positive
1071,Brilliant work!,Positive
1072,Neutral feelings about this.,Neutral
1073,Highly recommended!,Positive
1074,This was amazing!,Positive
1075,This made my day better.,Positive
1076,Highly recommended!,Positive
1077,I hated it.,Negative
1078,I absolutely loved this!,Positive
1079,I hated it.,Negative
1080,Just average.,Neutral
1081,"Could be better, could be worse.",Neutral
1082,Superb content!,Positive
1083,I'm disappointed.,Negative
1084,Really bad.,Negative
1085,"Could be better, could be worse.",Neutral
1086,Really appreciate this.,Positive
1087,It’s alright.,Neutral
1088,Really bad.,Negative
1089,Great explanation!,Positive
1090,Would not recommend.,Negative
1091,Not helpful at all.,Negative
1092,This is terrible.,Negative
1093,Worst experience ever.,Negative
1094,Neutral feelings about this.,Neutral
1095,"Very helpful, thanks!",Positive
1096,This was amazing!,Positive
1097,"Fine, I guess.",Neutral
1098,Completely useless.,Negative
1099,Superb content!,Positive
1100,Just average.,Neutral
1101,It’s decent.,Neutral
1102,Excellent quality.,Positive
1103,Would not recommend.,Negative
1104,So-so experience.,Neutral
1105,This was amazing!,Positive
1106,Really bad.,Negative
1107,I neither liked nor disliked it.,Neutral
1108,This is terrible.,Negative
1109,"Very helpful, thanks!",Positive
1110,This was amazing!,Positive
1111,Very poor explanation.,Negative
1112,So-so experience.,Neutral
1113,Really bad.,Negative
1114,I absolutely loved this!,Positive
1115,Really appreciate this.,Positive
1116,Really appreciate this.,Positive
1117,Just average.,Neutral
1118,Neutral feelings about this.,Neutral
1119,Worst experience ever.,Negative
1120,I absolutely loved this!,Positive
1121,It’s alright.,Neutral
1122,Really bad.,Negative
1123,"Very helpful, thanks!",Positive
1124,I'm disappointed.,Negative
1125,Not helpful at all.,Negative
1126,"Very helpful, thanks!",Positive
1127,I neither liked nor disliked it.,Neutral
1128,Waste of time.,Negative
1129,"Very helpful, thanks!",Positive
1130,Not helpful at all.,Negative
1131,Superb content!,Positive
1132,Worst experience ever.,Negative
1133,It’s alright.,Neutral
1134,I hated it.,Negative
1135,Just average.,Neutral
1136,This is terrible.,Negative
1137,It's okay.,Neutral
1138,I'm disappointed.,Negative
1139,Superb content!,Positive
1140,Brilliant work!,Positive
1141,Excellent quality.,Positive
1142,I neither liked nor disliked it.,Neutral
1143,Really appreciate this.,Positive
1144,Highly recommended!,Positive
1145,Would not recommend.,Negative
1146,Brilliant work!,Positive
1147,Highly recommended!,Positive
1148,Highly recommended!,Positive
1149,It's okay.,Neutral
1150,Neutral feelings about this.,Neutral
1151,This was amazing!,Positive
1152,I'm disappointed.,Negative
1153,Highly recommended!,Positive
1154,Really bad.,Negative
1155,Just average.,Neutral
1156,"Very helpful, thanks!",Positive
1157,Waste of time.,Negative
1158,Excellent quality.,Positive
1159,Highly recommended!,Positive
1160,Would not recommend.,Negative
1161,It’s alright.,Neutral
1162,Highly recommended!,Positive
1163,This was amazing!,Positive
1164,Completely useless.,Negative
1165,Excellent quality.,Positive
1166,Brilliant work!,Positive
1167,Waste of time.,Negative
1168,Brilliant work!,Positive
1169,Really appreciate this.,Positive
1170,This was amazing!,Positive
1171,This was amazing!,Positive
1172,I hated it.,Negative
1173,It’s decent.,Neutral
1174,Not helpful at all.,Negative
1175,So-so experience.,Neutral
1176,Nothing special.,Neutral
1177,It’s alright.,Neutral
1178,Brilliant work!,Positive
1179,Superb content!,Positive
1180,Really bad.,Negative
1181,Really appreciate this.,Positive
1182,Great explanation!,Positive
1183,So-so experience.,Neutral
1184,Great explanation!,Positive
1185,So-so experience.,Neutral
1186,This was amazing!,Positive
1187,Not helpful at all.,Negative
1188,Brilliant work!,Positive
1189,"Could be better, could be worse.",Neutral
1190,So-so experience.,Neutral
1191,Highly recommended!,Positive
1192,Very poor explanation.,Negative
1193,Not helpful at all.,Negative
1194,Waste of time.,Negative
1195,"Fine, I guess.",Neutral
1196,Waste of time.,Negative
1197,Great explanation!,Positive
1198,I'm disappointed.,Negative
1199,"Fine, I guess.",Neutral
1200,Really appreciate this.,Positive
1201,I neither liked nor disliked it.,Neutral
1202,Really appreciate this.,Positive
1203,Really bad.,Negative
1204,It’s alright.,Neutral
1205,This was amazing!,Positive
1206,Very poor explanation.,Negative
1207,This was amazing!,Positive
1208,Really bad.,Negative
1209,Waste of time.,Negative
1210,It’s decent.,Neutral
1211,Excellent quality.,Positive
1212,Worst experience ever.,Negative
1213,It’s decent.,Neutral
1214,Really bad.,Negative
1215,Highly recommended!,Positive
1216,Very poor explanation.,Negative
1217,Really appreciate this.,Positive
1218,"Fine, I guess.",Neutral
1219,I neither liked nor disliked it.,Neutral
1220,"Very helpful, thanks!",Positive
1221,Highly recommended!,Positive
1222,Nothing special.,Neutral
1223,This was amazing!,Positive
1224,It's okay.,Neutral
1225,Neutral feelings about this.,Neutral
1226,Great explanation!,Positive
1227,Very poor explanation.,Negative
1228,It’s decent.,Neutral
1229,It’s alright.,Neutral
1230,Brilliant work!,Positive
1231,"Very helpful, thanks!",Positive
1232,It’s alright.,Neutral
1233,Highly recommended!,Positive
1234,It's okay.,Neutral
1235,Completely useless.,Negative
1236,I hated it.,Negative
1237,It’s alright.,Neutral
1238,I'm disappointed.,Negative
1239,This was amazing!,Positive
1240,It’s decent.,Neutral
1241,Not helpful at all.,Negative
1242,Highly recommended!,Positive
1243,Great explanation!,Positive
1244,This is terrible.,Negative
1245,This made my day better.,Positive
1246,Worst experience ever.,Negative
1247,"Very helpful, thanks!",Positive
1248,Neutral feelings about this.,Neutral
1249,I absolutely loved this!,Positive
1250,Brilliant work!,Positive
1251,Not helpful at all.,Negative
1252,Highly recommended!,Positive
1253,Not helpful at all.,Negative
1254,Completely useless.,Negative
1255,Highly recommended!,Positive
1256,Brilliant work!,Positive
1257,Completely useless.,Negative
1258,I hated it.,Negative
1259,Great explanation!,Positive
1260,This was amazing!,Positive
1261,Brilliant work!,Positive
1262,I hated it.,Negative
1263,It’s decent.,Neutral
1264,Really appreciate this.,Positive
1265,Neutral feelings about this.,Neutral
1266,I hated it.,Negative
1267,"Very helpful, thanks!",Positive
1268,Not helpful at all.,Negative
1269,"Very helpful, thanks!",Positive
1270,Neutral feelings about this.,Neutral
1271,I hated it.,Negative
1272,I hated it.,Negative
1273,Great explanation!,Positive
1274,Waste of time.,Negative
1275,"Very helpful, thanks!",Positive
1276,Really bad.,Negative
1277,I hated it.,Negative
1278,Brilliant work!,Positive
1279,It's okay.,Neutral
1280,Nothing special.,Neutral
1281,Not helpful at all.,Negative
1282,Excellent quality.,Positive
1283,Nothing special.,Neutral
1284,"Fine, I guess.",Neutral
1285,I'm disappointed.,Negative
1286,Completely useless.,Negative
1287,Superb content!,Positive
1288,Great explanation!,Positive
1289,Not helpful at all.,Negative
1290,Just average.,Neutral
1291,I neither liked nor disliked it.,Neutral
1292,I hated it.,Negative
1293,Great explanation!,Positive
1294,Very poor explanation.,Negative
1295,I absolutely loved this!,Positive
1296,Worst experience ever.,Negative
1297,Superb content!,Positive
1298,Highly recommended!,Positive
1299,Excellent quality.,Positive
1300,Great explanation!,Positive
1301,So-so experience.,Neutral
1302,I absolutely loved this!,Positive
1303,Worst experience ever.,Negative
1304,This is terrible.,Negative
1305,"Could be better, could be worse.",Neutral
1306,It’s alright.,Neutral
1307,"Very helpful, thanks!",Positive
1308,This made my day better.,Positive
1309,It’s alright.,Neutral
1310,Really appreciate this.,Positive
1311,Nothing special.,Neutral
1312,"Fine, I guess.",Neutral
1313,This made my day better.,Positive
1314,Worst experience ever.,Negative
1315,Highly recommended!,Positive
1316,I'm disappointed.,Negative
1317,Waste of time.,Negative
1318,Really bad.,Negative
1319,"Could be better, could be worse.",Neutral
1320,This made my day better.,Positive
1321,Great explanation!,Positive
1322,Really appreciate this.,Positive
1323,Superb content!,Positive
1324,Great explanation!,Positive
1325,Highly recommended!,Positive
1326,Neutral feelings about this.,Neutral
1327,This was amazing!,Positive
1328,Very poor explanation.,Negative
1329,Neutral feelings about this.,Neutral
1330,It's okay.,Neutral
1331,Excellent quality.,Positive
1332,"Fine, I guess.",Neutral
1333,"Fine, I guess.",Neutral
1334,Nothing special.,Neutral
1335,"Fine, I guess.",Neutral
1336,This was amazing!,Positive
1337,Nothing special.,Neutral
1338,"Very helpful, thanks!",Positive
1339,Really appreciate this.,Positive
1340,Waste of time.,Negative
1341,It's okay.,Neutral
1342,Great explanation!,Positive
1343,Brilliant work!,Positive
1344,"Could be better, could be worse.",Neutral
